"id","type","processing_method","sku_id","op_pallet_pick","op_cont_pick","op_cont_deliver","op_cont_aboard","op_load_deliver"
245673,"3",b,1033531,0.20000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.80000000000000000000
245673,"3",b,1032755,0.20000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.80000000000000000000
245673,"3",b,1033157,0.20000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.80000000000000000000
245673,"3",b,1032922,0.20000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.80000000000000000000
245717,"3",b,1032789,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1032785,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1033546,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1033157,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1032985,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1032749,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1033412,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
245717,"3",b,1033163,0.46774193548387096774,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53225806451612903226
246206,"0",a,1033387,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246206,"0",a,1032910,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246206,"0",a,1033504,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246206,"0",a,1033508,0.00000000000000000000,0.00000000000000000000,0.14285714285714285714,0.85714285714285714286,0.00000000000000000000
246206,"0",a,1033586,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246206,"0",a,1033368,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246206,"0",a,1033537,0.00000000000000000000,0.12500000000000000000,0.12500000000000000000,0.75000000000000000000,0.00000000000000000000
246227,"0",a,1033508,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1032759,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1033125,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1033079,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1033586,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1032919,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1032789,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246227,"0",a,1032787,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
246241,"0",a,1032933,0.00000000000000000000,0.16666666666666666667,0.33333333333333333333,0.50000000000000000000,0.00000000000000000000
246241,"0",a,1033504,0.00000000000000000000,0.09090909090909090909,0.36363636363636363636,0.54545454545454545455,0.00000000000000000000
246241,"0",a,1032755,0.00000000000000000000,0.09090909090909090909,0.36363636363636363636,0.54545454545454545455,0.00000000000000000000
246241,"0",a,1033508,0.00000000000000000000,0.00000000000000000000,0.40000000000000000000,0.60000000000000000000,0.00000000000000000000
246241,"0",a,1033586,0.00000000000000000000,0.09090909090909090909,0.36363636363636363636,0.54545454545454545455,0.00000000000000000000
246241,"0",a,1033368,0.00000000000000000000,0.09090909090909090909,0.36363636363636363636,0.54545454545454545455,0.00000000000000000000
246241,"0",a,1032919,0.00000000000000000000,0.00000000000000000000,0.40000000000000000000,0.60000000000000000000,0.00000000000000000000
246241,"0",a,1032759,0.00000000000000000000,0.09090909090909090909,0.36363636363636363636,0.54545454545454545455,0.00000000000000000000
246325,"0",a,1032933,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246325,"0",a,1033504,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246325,"0",a,1032755,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246325,"0",a,1033508,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
246325,"0",a,1033586,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246325,"0",a,1033368,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246325,"0",a,1032919,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
246325,"0",a,1032759,0.00000000000000000000,0.14285714285714285714,0.00000000000000000000,0.85714285714285714286,0.00000000000000000000
246342,p,b,1033604,0.33333333333333333333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.66666666666666666667
246342,p,b,1033421,0.33333333333333333333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.66666666666666666667
246342,p,b,1033484,0.33333333333333333333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.66666666666666666667
246342,p,b,1033494,0.33333333333333333333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.66666666666666666667
246342,p,b,1032892,0.33333333333333333333,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.66666666666666666667
