"id","type","processing_method","day","shift","details","sku_id","qty","op_pallet_pick","op_cont_pick","op_cont_deliver","op_cont_aboard","op_load_deliver"
246532,"e","o","FRI","D",12,1033508,24,6,0,0,0,11
246532,"e","o","FRI","D",12,1032857,75,6,0,0,0,11
246532,"e","o","FRI","D",12,1032904,600,6,0,0,0,11
246532,"e","o","FRI","D",12,1033200,2240,6,0,0,0,11
246533,"e","o","FRI","D",1,1032787,672010000,1,0,0,0,0
246534,"e","o","FRI","D",16,1033360,12,2,0,0,0,4
246534,"e","o","FRI","D",16,1032759,10,2,0,0,0,4
246534,"e","o","FRI","D",16,1033540,6,2,0,0,0,4
246534,"e","o","FRI","D",16,1033602,132,2,0,0,0,4
246534,"e","o","FRI","D",16,1032917,24,2,0,0,0,4
246534,"e","o","FRI","D",16,1033360,132,2,0,0,0,4
246534,"e","o","FRI","D",16,1033015,50,2,0,0,0,4
246534,"e","o","FRI","D",16,1033604,36,2,0,0,0,4
246534,"e","o","FRI","D",16,1033557,10,2,0,0,0,4
246534,"e","o","FRI","D",16,1033066,6,2,0,0,0,4
246534,"e","o","FRI","D",16,1033157,90,2,0,0,0,4
246534,"e","o","FRI","D",16,1033530,10,2,0,0,0,4
246534,"e","o","FRI","D",16,1033604,648,2,0,0,0,4
246534,"e","o","FRI","D",16,1033294,54,2,0,0,0,4
246534,"e","o","FRI","D",16,1033012,864,2,0,0,0,4
246534,"e","o","FRI","D",16,1033157,3888,2,0,0,0,4
246536,"p","b","FRI","D",6,1033027,864,3,0,0,0,6
246536,"p","b","FRI","D",6,1033150,3456,3,0,0,0,6
246536,"p","b","FRI","D",6,1032919,630,3,0,0,0,6
246536,"p","b","FRI","D",6,1032745,864,3,0,0,0,6
246536,"p","b","FRI","D",6,1033052,2010,3,0,0,0,6
246536,"p","b","FRI","D",6,1033300,84,3,0,0,0,6
246593,"3","b","MON","D",22,1033596,45,0,0,0,24,0
246593,"3","b","MON","D",22,1033585,12,0,0,0,24,0
246593,"3","b","MON","D",22,1032865,120,0,0,0,24,0
246593,"3","b","MON","D",22,1032928,56,0,0,0,24,0
246593,"3","b","MON","D",22,1032880,96,0,0,0,24,0
246593,"3","b","MON","D",22,1032855,40,0,0,0,24,0
246593,"3","b","MON","D",22,1033012,108,0,0,0,24,0
246593,"3","b","MON","D",22,1033604,168,0,0,0,24,0
246593,"3","b","MON","D",22,1032789,120000,0,0,0,24,0
246593,"3","b","MON","D",22,1032782,90000,0,0,0,24,0
246593,"3","b","MON","D",22,1032943,24,0,0,0,24,0
246593,"3","b","MON","D",22,1033599,72,0,0,0,24,0
246593,"3","b","MON","D",22,1032932,10,0,0,0,24,0
246593,"3","b","MON","D",22,1032917,48,0,0,0,24,0
246593,"3","b","MON","D",22,1032780,12000,0,0,0,24,0
246593,"3","b","MON","D",22,1033035,45,0,0,0,24,0
246593,"3","b","MON","D",22,1032987,36,0,0,0,24,0
246593,"3","b","MON","D",22,1032759,20,0,0,0,24,0
246593,"3","b","MON","D",22,1033004,48,0,0,0,24,0
246593,"3","b","MON","D",22,1032928,16,0,0,0,24,0
246593,"3","b","MON","D",22,1032926,12,0,0,0,24,0
246593,"3","b","MON","D",22,1032785,60000,0,0,0,24,0
246613,"0","j","MON","D",381,1032755,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032951,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032954,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032865,30,0,0,0,123,0
246613,"0","j","MON","D",381,1032928,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032785,6000,0,0,0,123,0
246613,"0","j","MON","D",381,1033555,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032866,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032880,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032922,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032926,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032946,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033012,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032986,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032982,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032800,24,0,0,0,123,0
246613,"0","j","MON","D",381,1033035,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032744,30,0,0,0,123,0
246613,"0","j","MON","D",381,1032749,27,0,0,0,123,0
246613,"0","j","MON","D",381,1032747,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032759,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032827,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032910,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032933,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032909,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032917,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032832,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032888,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033279,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032984,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032869,36,0,0,0,123,0
246613,"0","j","MON","D",381,1033590,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032906,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033011,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032949,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032924,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032985,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033531,36,0,0,0,123,0
246613,"0","j","MON","D",381,1032821,30,0,0,0,123,0
246613,"0","j","MON","D",381,1033390,24,0,0,0,123,0
246613,"0","j","MON","D",381,1033537,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033368,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033294,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033540,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033178,30,0,0,0,123,0
246613,"0","j","MON","D",381,1033504,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033066,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033454,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033117,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033114,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033112,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033125,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033079,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033551,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033549,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033334,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033530,80,0,0,0,123,0
246613,"0","j","MON","D",381,1033494,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033424,27,0,0,0,123,0
246613,"0","j","MON","D",381,1033468,27,0,0,0,123,0
246613,"0","j","MON","D",381,1032779,27,0,0,0,123,0
246613,"0","j","MON","D",381,1033335,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033348,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033487,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033576,36,0,0,0,123,0
246613,"0","j","MON","D",381,1033157,90,0,0,0,123,0
246613,"0","j","MON","D",381,1033546,54,0,0,0,123,0
246613,"0","j","MON","D",381,1033514,18,0,0,0,123,0
246613,"0","j","MON","D",381,1032751,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032736,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032738,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033502,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033557,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033545,20,0,0,0,123,0
246613,"0","j","MON","D",381,1033467,50,0,0,0,123,0
246613,"0","j","MON","D",381,1033388,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033344,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033341,16,0,0,0,123,0
246613,"0","j","MON","D",381,1033384,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033442,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033387,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033463,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033450,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033542,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033515,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033577,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033003,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033326,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033437,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033490,4,0,0,0,123,0
246613,"0","j","MON","D",381,1032755,18,0,0,0,123,0
246613,"0","j","MON","D",381,1032951,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032954,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032865,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032928,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032785,96000,0,0,0,123,0
246613,"0","j","MON","D",381,1033555,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032866,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032880,48,0,0,0,123,0
246613,"0","j","MON","D",381,1032922,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032926,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032946,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033012,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032986,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032982,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032744,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032749,27,0,0,0,123,0
246613,"0","j","MON","D",381,1032747,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032759,30,0,0,0,123,0
246613,"0","j","MON","D",381,1032827,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032910,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032933,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032909,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032832,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032888,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033279,16,0,0,0,123,0
246613,"0","j","MON","D",381,1032984,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033590,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032906,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033011,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032985,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033390,24,0,0,0,123,0
246613,"0","j","MON","D",381,1033537,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033368,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033294,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033540,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033504,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033066,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033454,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033117,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033114,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033112,40,0,0,0,123,0
246613,"0","j","MON","D",381,1033125,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033079,20,0,0,0,123,0
246613,"0","j","MON","D",381,1033551,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033549,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033530,20,0,0,0,123,0
246613,"0","j","MON","D",381,1033494,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033335,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033487,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033576,18,0,0,0,123,0
246613,"0","j","MON","D",381,1033157,36,0,0,0,123,0
246613,"0","j","MON","D",381,1033546,18,0,0,0,123,0
246613,"0","j","MON","D",381,1032751,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032736,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032738,18,0,0,0,123,0
246613,"0","j","MON","D",381,1033502,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033557,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033545,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033467,10,0,0,0,123,0
246613,"0","j","MON","D",381,1033388,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033344,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033341,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033384,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033442,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033387,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033463,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033450,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033515,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033577,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033490,12,0,0,0,123,0
246613,"0","j","MON","D",381,1033531,18,0,0,0,123,0
246613,"0","j","MON","D",381,1032755,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032951,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032954,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032865,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032928,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033555,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032866,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032880,24,0,0,0,123,0
246613,"0","j","MON","D",381,1032922,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032926,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032946,16,0,0,0,123,0
246613,"0","j","MON","D",381,1033012,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032851,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032986,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032982,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033035,30,0,0,0,123,0
246613,"0","j","MON","D",381,1032744,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032749,27,0,0,0,123,0
246613,"0","j","MON","D",381,1032747,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032759,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032827,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032910,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032933,15,0,0,0,123,0
246613,"0","j","MON","D",381,1032909,6,0,0,0,123,0
246613,"0","j","MON","D",381,1032888,16,0,0,0,123,0
246613,"0","j","MON","D",381,1033279,8,0,0,0,123,0
246613,"0","j","MON","D",381,1032984,10,0,0,0,123,0
246613,"0","j","MON","D",381,1032869,36,0,0,0,123,0
246613,"0","j","MON","D",381,1033590,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032906,8,0,0,0,123,0
246613,"0","j","MON","D",381,1033011,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032924,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032985,12,0,0,0,123,0
246613,"0","j","MON","D",381,1032821,15,0,0,0,123,0
246613,"0","j","MON","D",381,1033390,24,0,0,0,123,0
246613,"0","j","MON","D",381,1033537,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033368,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033294,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033540,6,0,0,0,123,0
246613,"0","j","MON","D",381,1033178,15,0,0,0,123,0
